"KINDPATENT","Patents Office & Patents Families","KINDCOUNTRY","Reference country","LOCATION","Country","IPC","Technology domains & IPC","KINDDATE","Reference Date","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",0,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",0.5,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2003","2003","NBR","Number","0","Units","2017","2017",4.6667,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2004","2004","NBR","Number","0","Units","2017","2017",2.75,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2005","2005","NBR","Number","0","Units","2017","2017",1.0333,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2006","2006","NBR","Number","0","Units","2017","2017",2.6667,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2007","2007","NBR","Number","0","Units","2017","2017",4.1833,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2008","2008","NBR","Number","0","Units","2017","2017",3.95,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2009","2009","NBR","Number","0","Units","2017","2017",12.2333,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2010","2010","NBR","Number","0","Units","2017","2017",4.6667,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2011","2011","NBR","Number","0","Units","2017","2017",7.75,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2012","2012","NBR","Number","0","Units","2017","2017",10.428,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2013","2013","NBR","Number","0","Units","2017","2017",13.3333,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2014","2014","NBR","Number","0","Units","2017","2017",17.25,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2015","2015","NBR","Number","0","Units","2017","2017",25.9524,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2016","2016","NBR","Number","0","Units","2017","2017",23.2,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2017","2017","NBR","Number","0","Units","2017","2017",37.4167,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2018","2018","NBR","Number","0","Units","2017","2017",60.8857,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PER","Peru","TOTAL","Total Patents","APPLICATION","Application date","2019","2019","NBR","Number","0","Units","2017","2017",31,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","1999","1999","NBR","Number","0","Units","2017","2017",8.1111,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2000","2000","NBR","Number","0","Units","2017","2017",4.4206,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",21.5242,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",21.7667,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2003","2003","NBR","Number","0","Units","2017","2017",26.7817,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2004","2004","NBR","Number","0","Units","2017","2017",23.4667,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2005","2005","NBR","Number","0","Units","2017","2017",43.0511,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2006","2006","NBR","Number","0","Units","2017","2017",42.5173,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2007","2007","NBR","Number","0","Units","2017","2017",33.6929,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2008","2008","NBR","Number","0","Units","2017","2017",29.0583,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2009","2009","NBR","Number","0","Units","2017","2017",34.75,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2010","2010","NBR","Number","0","Units","2017","2017",22.6951,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2011","2011","NBR","Number","0","Units","2017","2017",30.846,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2012","2012","NBR","Number","0","Units","2017","2017",33.6615,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2013","2013","NBR","Number","0","Units","2017","2017",35.15,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2014","2014","NBR","Number","0","Units","2017","2017",33.5923,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2015","2015","NBR","Number","0","Units","2017","2017",43.9212,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2016","2016","NBR","Number","0","Units","2017","2017",30.2937,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2017","2017","NBR","Number","0","Units","2017","2017",26.7929,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2018","2018","NBR","Number","0","Units","2017","2017",27.0373,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","PHL","Philippines","TOTAL","Total Patents","APPLICATION","Application date","2019","2019","NBR","Number","0","Units","2017","2017",27.6488,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","1999","1999","NBR","Number","0","Units","2017","2017",21.2262,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2000","2000","NBR","Number","0","Units","2017","2017",23.5075,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",24.0667,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",28.3571,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2003","2003","NBR","Number","0","Units","2017","2017",19.6373,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2004","2004","NBR","Number","0","Units","2017","2017",28.8512,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2005","2005","NBR","Number","0","Units","2017","2017",26.6841,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2006","2006","NBR","Number","0","Units","2017","2017",42.1695,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2007","2007","NBR","Number","0","Units","2017","2017",49.65,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2008","2008","NBR","Number","0","Units","2017","2017",37.5857,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2009","2009","NBR","Number","0","Units","2017","2017",50.1641,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2010","2010","NBR","Number","0","Units","2017","2017",30.0611,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2011","2011","NBR","Number","0","Units","2017","2017",45.8583,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2012","2012","NBR","Number","0","Units","2017","2017",61.8825,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2013","2013","NBR","Number","0","Units","2017","2017",66.4329,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2014","2014","NBR","Number","0","Units","2017","2017",63.5408,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2015","2015","NBR","Number","0","Units","2017","2017",93.1759,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2016","2016","NBR","Number","0","Units","2017","2017",79.7497,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2017","2017","NBR","Number","0","Units","2017","2017",72.906,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2018","2018","NBR","Number","0","Units","2017","2017",80.8264,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","ROU","Romania","TOTAL","Total Patents","APPLICATION","Application date","2019","2019","NBR","Number","0","Units","2017","2017",68.6878,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","1999","1999","NBR","Number","0","Units","2017","2017",524.6538,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2000","2000","NBR","Number","0","Units","2017","2017",589.9439,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",603.8274,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",606.5064,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2003","2003","NBR","Number","0","Units","2017","2017",630.7889,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2004","2004","NBR","Number","0","Units","2017","2017",588.927,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2005","2005","NBR","Number","0","Units","2017","2017",742.954,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2006","2006","NBR","Number","0","Units","2017","2017",805.567,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2007","2007","NBR","Number","0","Units","2017","2017",807.7188,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2008","2008","NBR","Number","0","Units","2017","2017",838.0155,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2009","2009","NBR","Number","0","Units","2017","2017",798.0846,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2010","2010","NBR","Number","0","Units","2017","2017",845.5184,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2011","2011","NBR","Number","0","Units","2017","2017",1095.0417,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2012","2012","NBR","Number","0","Units","2017","2017",1172.3324,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2013","2013","NBR","Number","0","Units","2017","2017",1241.4097,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2014","2014","NBR","Number","0","Units","2017","2017",1092.6632,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2015","2015","NBR","Number","0","Units","2017","2017",1043.8512,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2016","2016","NBR","Number","0","Units","2017","2017",994.8453,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2017","2017","NBR","Number","0","Units","2017","2017",1157.5614,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2018","2018","NBR","Number","0","Units","2017","2017",1075.1106,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","RUS","Russia","TOTAL","Total Patents","APPLICATION","Application date","2019","2019","NBR","Number","0","Units","2017","2017",999.297,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","1999","1999","NBR","Number","0","Units","2017","2017",11,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2000","2000","NBR","Number","0","Units","2017","2017",7.7083,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",12.3095,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",10,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2003","2003","NBR","Number","0","Units","2017","2017",28.3786,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2004","2004","NBR","Number","0","Units","2017","2017",25.5056,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2005","2005","NBR","Number","0","Units","2017","2017",27.0595,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2006","2006","NBR","Number","0","Units","2017","2017",39.6583,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2007","2007","NBR","Number","0","Units","2017","2017",37.5595,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2008","2008","NBR","Number","0","Units","2017","2017",48.9397,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2009","2009","NBR","Number","0","Units","2017","2017",57.1798,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2010","2010","NBR","Number","0","Units","2017","2017",72.9766,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2011","2011","NBR","Number","0","Units","2017","2017",130.3577,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2012","2012","NBR","Number","0","Units","2017","2017",245.9792,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2013","2013","NBR","Number","0","Units","2017","2017",150.9955,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2014","2014","NBR","Number","0","Units","2017","2017",274.2073,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2015","2015","NBR","Number","0","Units","2017","2017",322.2921,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2016","2016","NBR","Number","0","Units","2017","2017",364.8188,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2017","2017","NBR","Number","0","Units","2017","2017",408.2351,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2018","2018","NBR","Number","0","Units","2017","2017",656.5571,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SAU","Saudi Arabia","TOTAL","Total Patents","APPLICATION","Application date","2019","2019","NBR","Number","0","Units","2017","2017",515.6702,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","1999","1999","NBR","Number","0","Units","2017","2017",145.35,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2000","2000","NBR","Number","0","Units","2017","2017",208.6595,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",288.0492,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",325.0679,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2003","2003","NBR","Number","0","Units","2017","2017",285.4524,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2004","2004","NBR","Number","0","Units","2017","2017",445.7073,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2005","2005","NBR","Number","0","Units","2017","2017",471.8034,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2006","2006","NBR","Number","0","Units","2017","2017",467.1521,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2007","2007","NBR","Number","0","Units","2017","2017",549.8849,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2008","2008","NBR","Number","0","Units","2017","2017",623.1486,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2009","2009","NBR","Number","0","Units","2017","2017",597.2078,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2010","2010","NBR","Number","0","Units","2017","2017",607.6994,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2011","2011","NBR","Number","0","Units","2017","2017",631.7633,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2012","2012","NBR","Number","0","Units","2017","2017",664.0838,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2013","2013","NBR","Number","0","Units","2017","2017",739.196,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2014","2014","NBR","Number","0","Units","2017","2017",824.1254,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2015","2015","NBR","Number","0","Units","2017","2017",808.4104,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2016","2016","NBR","Number","0","Units","2017","2017",801.3404,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2017","2017","NBR","Number","0","Units","2017","2017",841.5976,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2018","2018","NBR","Number","0","Units","2017","2017",853.1336,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SGP","Singapore","TOTAL","Total Patents","APPLICATION","Application date","2019","2019","NBR","Number","0","Units","2017","2017",873.1747,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SVN","Slovenia","TOTAL","Total Patents","APPLICATION","Application date","1999","1999","NBR","Number","0","Units","2017","2017",37.775,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SVN","Slovenia","TOTAL","Total Patents","APPLICATION","Application date","2000","2000","NBR","Number","0","Units","2017","2017",39.5,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SVN","Slovenia","TOTAL","Total Patents","APPLICATION","Application date","2001","2001","NBR","Number","0","Units","2017","2017",59.55,,
"PCT_A","Patent applications filed under the PCT","INVENTORS","Inventor(s)'s country(ies) of residence","SVN","Slovenia","TOTAL","Total Patents","APPLICATION","Application date","2002","2002","NBR","Number","0","Units","2017","2017",50.6567,,
